transaction_id,customer_id,product_id,product_name,quantity_sold,unit_price,transaction_date,store_id,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,promotion_type,weather_conditions,holiday_indicator,weekday,stockout_indicator,forecasted_demand,actual_demand,sales,age_group,category_Electronics,payment_method_Credit Card,payment_method_Debit Card,payment_method_Digital Wallet,"store_location_Dallas, TX","store_location_Los Angeles, CA","store_location_Miami, FL","store_location_New York, NY",promotion_applied_True,sales_per_unit,revenue_per_product,month,quarter,season,sales_category
3083,2551,715,Headphones,-0.6924382713953969,0.09272082648808526,2024-07-11 13:51:00,16,-0.46280716889594314,118,142,477,2,69,1,95493.42,Platinum,BOGO,Stormy,False,Friday,True,299,224,-0.38045841947945397,60+,True,False,False,False,False,False,False,True,True,0.5494474167534916,-0.06420344881576229,7,3,3,
3084,8570,341,TV,-0.6924382713953969,0.8011188890643182,2024-03-16 01:08:00,8,0.006146796604514906,60,297,393,10,54,0,21749.39,Gold,BOGO,Stormy,False,Wednesday,False,488,122,-0.046075890462372086,50-60,True,False,False,False,False,False,False,False,False,0.06654151332438668,-0.5547253787258972,3,1,2,
3085,2669,515,Headphones,1.421231665708989,1.1754498716502,2024-03-28 13:24:00,10,-1.743681432874806,106,194,160,6,29,0,57203.02,Bronze,Percentage Discount,Rainy,False,Saturday,True,244,256,2.2579318448568713,18-30,False,False,False,False,False,False,True,False,True,1.5887148445503358,1.670586579042831,3,1,2,Low
3086,3290,344,Washing Machine,0.012118374306065063,0.07467087459217495,2024-05-12 10:37:00,5,-0.4698064818138604,133,228,398,1,67,0,52017.56,Bronze,BOGO,Cloudy,False,Saturday,True,159,129,0.060327753165291605,60+,True,False,False,True,False,False,True,False,True,4.978205132275744,0.0009048896080692194,5,2,2,Low
3087,2989,216,Washing Machine,-0.6924382713953969,-0.8613531655070396,2024-02-13 10:06:00,4,1.6789825839867458,51,105,463,8,50,0,47037.61,Silver,BOGO,Rainy,False,Tuesday,False,398,348,-0.8308064528331189,40-50,True,False,False,False,False,False,False,False,True,1.1998274606614152,0.5964338969846477,2,1,1,
3088,1195,253,Fridge,0.012118374306065063,0.26950312763100254,2024-03-22 11:36:00,4,1.6509853323150767,55,177,144,9,37,2,80259.08,Silver,BOGO,Sunny,False,Wednesday,False,479,129,0.1982766796522448,30-40,False,False,False,False,False,False,True,False,True,16.3616566582706,0.0032659397772877145,3,1,2,Low
3089,2010,296,Camera,1.421231665708989,1.3771446806573737,2024-08-17 05:07:00,5,-1.2117336511130925,104,177,375,7,26,2,38257.71,Silver,BOGO,Stormy,True,Monday,False,478,164,2.495944989896276,18-30,True,False,False,True,False,False,True,False,False,1.756184477251399,1.957241628412953,8,3,3,Low
3090,4641,128,Washing Machine,-1.396994917096859,0.2872313972158969,2024-04-10 05:24:00,1,0.4541028233512211,118,279,234,8,47,2,72630.3,Silver,BOGO,Stormy,False,Tuesday,False,223,163,-0.7881176163818728,40-50,True,True,False,False,False,True,False,False,True,0.5641521001520077,-0.40126080194123687,4,2,2,
3091,3141,351,Headphones,-1.396994917096859,-0.17570519081545447,2024-06-26 00:52:00,6,1.6159887677254903,59,159,304,10,42,0,27235.78,Bronze,BOGO,Stormy,False,Sunday,False,212,450,-0.8973767428943793,40-50,False,False,True,False,False,False,True,False,False,0.6423622104218155,0.2454592584767236,6,2,3,
3092,4246,916,Tablet,-1.396994917096859,0.3521576103226718,2024-03-07 21:46:00,20,-0.434809917224274,83,115,268,7,49,2,29789.9,Bronze,Percentage Discount,Stormy,True,Tuesday,False,494,467,-0.7727941757310106,40-50,True,False,False,True,False,True,False,False,True,0.5531832408789142,-0.49196239163774885,3,1,2,
3093,7563,947,TV,0.012118374306065063,-0.6394459846243463,2024-05-04 12:37:00,3,-1.645691052023964,78,201,286,10,70,0,65272.61,Silver,BOGO,Sunny,True,Friday,True,329,177,-0.44529517414090575,60+,False,False,False,True,False,False,False,False,True,-36.74545470327998,-0.007749045790188154,5,2,2,
3094,7098,417,Tablet,-1.396994917096859,1.5007421730456083,2024-08-02 04:05:00,7,0.23712412289578527,104,181,127,10,47,1,89686.09,Platinum,BOGO,Cloudy,False,Monday,False,481,161,-0.5017131048169128,40-50,False,False,False,False,False,True,False,False,False,0.3591373874570276,-2.0965291876176098,8,3,3,
3095,2376,575,Headphones,-1.396994917096859,-1.269871829258146,2024-04-10 07:45:00,17,-0.3438188492913493,96,274,496,10,35,1,105341.01,Bronze,BOGO,Cloudy,True,Friday,True,271,450,-1.155614467598217,30-40,True,False,False,False,False,False,True,False,True,0.8272145112737685,1.7740044908381203,4,2,2,
3096,5240,597,Fridge,0.012118374306065063,-0.030948150858152685,2024-08-20 15:20:00,3,0.13213442912702603,123,299,310,10,24,0,112907.91,Platinum,Percentage Discount,Rainy,True,Wednesday,True,271,382,-0.014454686344696871,18-30,False,True,False,False,False,False,False,True,False,-1.1927908793395265,-0.00037504127617966296,8,3,3,
3097,2228,673,Washing Machine,0.716675020007527,-1.3550461567194423,2024-06-21 04:46:00,8,-0.00785182923131966,110,218,211,4,45,1,78366.93,Platinum,Percentage Discount,Rainy,False,Friday,True,182,121,-0.8400941534423121,40-50,True,False,False,False,False,False,False,True,False,-1.1722107370694863,-0.9711277314780289,6,2,3,
3098,1357,546,Camera,0.716675020007527,0.1640449433361831,2024-06-01 19:31:00,2,1.413008693105889,69,223,321,9,39,1,110368.8,Bronze,BOGO,Sunny,True,Sunday,False,132,399,0.594007803292721,30-40,True,False,False,True,False,False,False,True,True,0.828838436822428,0.11756691304759266,6,2,3,Low
3099,2056,532,TV,0.012118374306065063,-0.3136175460439109,2024-06-26 19:58:00,3,1.0840409859637767,135,132,397,2,33,1,110927.34,Platinum,BOGO,Cloudy,True,Saturday,False,284,265,-0.21459577699266402,30-40,False,False,False,True,False,False,False,False,True,-17.70829746406348,-0.003800534811909707,6,2,3,
3100,4239,762,Fridge,-0.6924382713953969,-0.5696409231338251,2024-07-18 19:38:00,10,-0.8197721277097246,78,123,455,10,67,2,38374.4,Bronze,BOGO,Stormy,True,Wednesday,False,290,343,-0.6931105972074516,60+,True,False,True,False,False,False,False,False,True,1.0009709541483023,0.394441176130864,7,3,3,
3101,8265,137,Tablet,0.716675020007527,-0.2847376230104542,2024-06-20 17:38:00,19,-0.7357803726947172,126,125,440,2,46,1,71365.98,Gold,BOGO,Cloudy,True,Wednesday,True,128,279,0.1703334387185915,40-50,False,True,False,False,False,False,False,False,True,0.23767179539312328,-0.20406434166791296,6,2,3,Low
3102,3110,306,Smartphone,1.421231665708989,0.06123170248749708,2024-07-06 18:46:00,10,-1.442710977404363,145,134,360,10,35,2,34064.95,Bronze,Percentage Discount,Cloudy,True,Sunday,False,433,120,0.94308109580745,30-40,False,False,False,False,True,False,False,False,False,0.6635660593285395,0.08702443452050272,7,3,3,Low
3103,2506,263,Washing Machine,1.421231665708989,-1.408910072575159,2024-07-31 07:24:00,18,-1.3237226577997692,133,213,274,5,44,2,83562.62,Gold,Percentage Discount,Cloudy,False,Saturday,True,187,176,-0.7917829260228306,40-50,True,False,True,False,False,False,False,False,False,-0.5571103889159728,-2.002387609280166,7,3,3,
3104,6432,379,Camera,0.716675020007527,0.42026490406060746,2024-08-06 10:53:00,2,0.993049918030852,150,127,132,9,65,2,53505.44,Platinum,BOGO,Cloudy,False,Thursday,True,325,172,0.8358929325098003,60+,True,True,False,False,False,True,False,False,False,1.16634863665406,0.3011933585260973,8,3,3,Low
3105,3007,239,Tablet,-1.396994917096859,0.5704548008261832,2024-05-21 21:04:00,6,-1.0927453315084987,109,279,293,8,42,2,70093.61,Silver,BOGO,Rainy,True,Thursday,False,331,320,-0.721273166220886,40-50,False,False,True,False,False,False,False,True,True,0.5163033575811339,-0.796922457187679,5,2,2,
3106,1699,129,Camera,0.012118374306065063,1.7274209748750422,2024-01-19 23:25:00,20,-0.5467989239109505,100,203,334,5,66,1,65904.85,Gold,Percentage Discount,Stormy,False,Monday,True,157,474,1.230540069294435,60+,False,False,True,False,False,False,True,False,True,101.54332901555684,0.020933533957683575,1,1,1,Low
3107,8552,364,Fridge,0.716675020007527,1.3666721343098456,2024-01-24 04:55:00,17,1.5529949514642347,102,232,477,7,46,1,107319.17,Bronze,BOGO,Rainy,False,Monday,True,196,502,1.729351172584353,40-50,True,False,False,True,False,False,False,False,False,2.413020022054334,0.9794597792002383,1,1,1,Low
3108,1829,908,Smartphone,-0.6924382713953969,-1.70689512001319,2024-03-10 18:05:00,20,0.6360849592170704,144,127,315,2,53,0,35528.45,Platinum,Percentage Discount,Sunny,False,Wednesday,True,299,127,-1.2299245081671384,50-60,True,False,False,True,False,False,True,False,True,1.7762226020358505,1.181919506355172,3,1,2,
3109,3752,922,Washing Machine,1.421231665708989,-1.4714772820678153,2024-01-30 13:17:00,2,0.32811519082871,63,100,432,3,39,1,115031.86,Gold,BOGO,Cloudy,False,Thursday,True,413,399,-0.8656163498029966,30-40,False,False,False,True,True,False,False,False,True,-0.6090606976246756,-2.091310108646177,1,1,1,
3110,8096,384,Washing Machine,0.012118374306065063,-1.003483133257709,2024-01-22 05:53:00,18,0.3141165649928754,137,244,284,4,70,1,110701.81,Gold,BOGO,Sunny,False,Monday,True,428,487,-0.703047846360612,60+,False,False,True,False,False,False,True,False,True,-58.0150297889996,-0.012160584218639884,1,1,1,
3111,7471,774,Fridge,0.012118374306065063,1.0509588172869204,2024-03-17 10:08:00,18,1.2240272443221223,56,235,281,2,44,2,109013.9,Gold,BOGO,Stormy,True,Thursday,True,443,341,0.7515781572247089,40-50,False,False,True,False,False,False,False,False,False,62.01971801189169,0.012735912328142343,3,1,2,Low
3112,9128,663,TV,-1.396994917096859,1.2369269355333008,2024-06-22 03:44:00,17,1.2730224347475434,90,124,417,10,31,2,102577.81,Silver,BOGO,Rainy,False,Tuesday,False,345,483,-0.5639769723886245,30-40,True,False,True,False,False,False,True,False,False,0.40370724723941276,-1.7279806417602153,6,2,3,
3113,1483,280,Laptop,-0.6924382713953969,1.2756181690527526,2024-09-14 14:46:00,3,1.6929812098225803,82,268,416,1,61,2,61033.39,Platinum,BOGO,Sunny,True,Wednesday,True,133,258,0.17790025747104043,60+,False,False,False,False,False,False,True,False,False,-0.25691858006712576,-0.8832868399394492,9,3,4,Low
3114,7270,759,Headphones,1.421231665708989,-0.6475952698367573,2024-04-09 18:32:00,19,0.7270760271499952,65,216,485,1,46,0,41955.09,Bronze,Percentage Discount,Sunny,False,Thursday,True,392,490,0.10661863154217388,40-50,False,False,True,False,False,True,False,False,False,0.07501847454896568,-0.9203829040553567,4,2,2,Low
3115,7990,972,Headphones,-1.396994917096859,1.2627687478516043,2024-06-25 15:10:00,13,0.181129619552447,108,206,397,3,24,2,105215.59,Bronze,BOGO,Rainy,True,Saturday,True,358,302,-0.557877964631634,18-30,False,False,False,True,True,False,False,False,False,0.3993414419796018,-1.7640815222174564,6,2,3,
3116,3831,143,TV,0.716675020007527,-1.4096427933946962,2024-04-26 20:40:00,14,0.33511450374662727,150,209,138,5,42,1,81512.76,Gold,BOGO,Rainy,False,Saturday,True,239,419,-0.8916362521908773,40-50,False,False,False,True,False,False,False,False,True,-1.2441291063577362,-1.0102557771596101,4,2,2,
3117,6799,839,Fridge,0.716675020007527,-0.31810322715863715,2024-07-15 03:18:00,10,-0.21783121676883818,60,159,405,2,36,0,52077.15,Silver,BOGO,Sunny,True,Wednesday,True,410,96,0.1388345521838711,30-40,False,True,False,False,False,False,False,False,False,0.19372037298357767,-0.2279766366883752,7,3,3,Low
3118,4517,597,Laptop,0.012118374306065063,1.1495901880923955,2024-07-17 11:36:00,12,0.5730911429558149,91,194,294,6,33,0,84668.55,Gold,BOGO,Cloudy,True,Wednesday,False,263,408,0.8214130613965579,30-40,False,False,False,False,False,False,False,True,True,67.78244677468437,0.01393116419788339,7,3,3,Low
3119,4066,901,Camera,-1.396994917096859,-1.1536730300232847,2024-06-29 20:09:00,6,-1.1557391477697543,54,132,311,6,43,2,22324.25,Bronze,BOGO,Cloudy,True,Monday,True,137,197,-1.1281900219301997,40-50,True,False,True,False,False,False,False,True,False,0.8075834837500543,1.6116753589342607,6,2,3,
3120,5505,120,Headphones,-0.6924382713953969,-0.13317164080330887,2024-06-22 12:18:00,7,1.5669935773000692,53,121,399,2,22,0,116566.4,Gold,BOGO,Stormy,False,Monday,True,208,189,-0.48708560903458675,18-30,True,True,False,False,True,False,False,False,False,0.7034354240025109,0.0922131407567319,6,2,3,
3121,5585,156,Camera,-0.6924382713953969,1.5886508001505426,2024-08-05 04:31:00,4,1.5739928902179865,113,185,326,8,59,0,107019.28,Silver,BOGO,Rainy,False,Friday,True,239,321,0.32565989768051107,50-60,False,True,False,False,False,True,False,False,False,-0.4703089230239158,-1.100042613907156,8,3,3,Low
3122,8307,980,Fridge,1.421231665708989,1.1625289654910482,2024-02-17 21:13:00,19,-0.6377899918438752,105,138,307,6,63,2,117243.91,Gold,Percentage Discount,Stormy,False,Saturday,False,147,319,2.242684325464395,60+,False,True,False,False,False,False,True,False,False,1.5779864603182903,1.6522229780597901,2,1,1,Low
3123,3435,185,Fridge,0.012118374306065063,-0.17627707047948318,2024-02-18 08:06:00,4,0.23712412289578527,51,207,131,9,25,0,73146.01,Platinum,BOGO,Stormy,False,Monday,True,213,216,-0.11735329854355045,18-30,False,False,False,False,True,False,False,False,True,-9.683914325440245,-0.0021361915216469895,2,1,1,
3124,1567,421,Washing Machine,1.421231665708989,-1.1193602501815538,2024-01-14 01:37:00,19,-0.3508181622092666,60,223,479,7,24,0,87397.66,Gold,BOGO,Stormy,False,Friday,True,116,179,-0.450095084809962,18-30,False,False,True,False,False,False,False,True,False,-0.31669367891928424,-1.5908702328939603,1,1,1,
3125,5026,716,Fridge,0.716675020007527,1.2807650860290125,2024-07-22 09:50:00,19,0.3631117554182964,138,151,194,4,43,0,91016.03,Silver,BOGO,Stormy,True,Saturday,True,323,347,1.648250397237593,40-50,False,True,False,False,False,False,False,False,True,2.299857468480319,0.9178923436547847,7,3,3,Low
3126,5835,405,Fridge,1.421231665708989,-0.2955139804294977,2024-07-21 13:55:00,2,-1.2327315898668443,108,267,170,8,69,1,26714.93,Silver,BOGO,Stormy,False,Friday,True,210,299,0.5220977180583277,60+,False,False,True,False,False,True,False,False,False,0.367355815842927,-0.4199938266461086,7,3,3,Low
3127,9173,987,Headphones,-1.396994917096859,-0.2810918901522704,2024-06-10 07:48:00,17,1.3570141897625507,94,215,201,4,51,2,63426.98,Bronze,BOGO,Stormy,False,Wednesday,True,210,246,-0.9222493907110969,50-60,False,False,False,False,False,True,False,False,True,0.660166604347891,0.3926839417798703,6,2,3,
3128,7750,165,Laptop,0.012118374306065063,-0.6765109353492159,2024-07-25 09:21:00,5,-0.3438188492913493,146,129,293,6,41,0,74633.15,Bronze,BOGO,Sunny,True,Saturday,False,306,315,-0.47153862245625544,40-50,False,False,True,False,False,False,True,False,False,-38.91104619703465,-0.008198212736707981,7,3,3,
3129,8848,516,Headphones,0.012118374306065063,-0.309078251210682,2024-01-01 11:24:00,3,-0.8897652568888974,64,118,240,4,55,0,103186.71,Bronze,BOGO,Cloudy,False,Sunday,True,494,357,-0.21138177705433292,50-60,False,True,False,False,False,False,True,False,True,-17.44308037659305,-0.003745525938035052,1,1,1,
3130,1999,472,Washing Machine,0.012118374306065063,-0.03906169359156188,2024-01-26 09:30:00,7,-0.6517886176797097,140,103,256,4,69,0,70624.16,Platinum,BOGO,Sunny,True,Saturday,True,377,413,-0.020199394895887134,60+,True,False,False,True,True,False,False,False,True,-1.6668403191488848,-0.0004733642239713698,1,1,1,
3131,2437,787,TV,-0.6924382713953969,0.21376273162769083,2024-04-01 12:40:00,7,-0.23182984260467276,145,215,392,3,41,2,111811.94,Silver,BOGO,Rainy,False,Wednesday,False,357,282,-0.32332345469647017,40-50,True,False,False,True,False,True,False,False,False,0.466934697362858,-0.14801749637703637,4,2,2,
3132,5583,773,Camera,0.716675020007527,-1.492172177409859,2024-06-30 23:51:00,11,-1.6876869295314678,118,295,463,8,26,2,21339.5,Gold,BOGO,Stormy,True,Tuesday,True,202,178,-0.9695483346854347,18-30,False,False,False,True,True,False,False,False,False,-1.3528423729283208,-1.069402525099886,6,2,3,
3133,7275,192,Laptop,-1.396994917096859,0.2604781516830474,2024-08-17 13:05:00,13,-1.6526903649418814,50,101,393,1,37,0,92110.4,Gold,BOGO,Stormy,True,Monday,True,426,483,-0.7944317343709565,30-40,True,False,False,True,False,False,False,False,True,0.568671886095256,-0.36388665391600183,8,3,3,
3134,3248,506,Headphones,1.421231665708989,1.3675478250453899,2024-06-30 14:22:00,18,-0.3998133526346876,50,201,277,3,22,2,53642.55,Platinum,BOGO,Rainy,False,Friday,True,418,379,2.4846200688537317,18-30,True,False,True,False,False,False,True,False,True,1.7482160922823695,1.9436022733259644,6,2,3,Low
3135,7868,959,Washing Machine,0.716675020007527,0.09179152203403841,2024-03-15 18:02:00,7,0.5450938912841458,107,236,451,9,49,2,103655.34,Gold,Percentage Discount,Rainy,True,Friday,True,200,467,0.5257967704807901,40-50,False,False,False,True,False,False,False,True,True,0.7336613608707442,0.06578469089026584,3,1,2,Low
3136,4267,841,Fridge,-0.6924382713953969,0.6639749971344003,2024-03-19 23:10:00,4,-1.1067439573443332,110,205,153,10,25,2,95900.52,Bronze,Percentage Discount,Cloudy,True,Saturday,False,403,421,-0.1108114167793096,18-30,False,True,False,False,False,True,False,False,False,0.16003075126971705,-0.4597616992655078,3,1,2,
3137,9614,962,TV,-0.6924382713953969,0.3163079038838636,2024-01-27 04:04:00,15,-0.5747961755826196,120,234,248,10,45,2,54773.98,Silver,BOGO,Stormy,False,Sunday,False,452,317,-0.2749194346278504,40-50,True,False,False,True,False,False,False,False,True,0.39703096432528867,-0.21902369819404385,1,1,1,
3138,5082,243,Smartphone,0.716675020007527,0.2841932865007436,2024-08-08 03:18:00,5,0.6080877075454013,82,265,220,7,51,1,36415.24,Bronze,BOGO,Rainy,True,Friday,True,295,475,0.7074341633210688,50-60,True,False,False,True,False,False,False,True,True,0.9871059316587298,0.20367422928892528,8,3,3,Low
3139,9907,341,TV,-1.396994917096859,0.2998127498245315,2024-01-16 07:49:00,8,-0.532800298075116,72,210,330,7,49,0,32022.58,Platinum,Percentage Discount,Cloudy,True,Monday,True,441,126,-0.7851482516094515,40-50,True,True,False,False,False,True,False,False,True,0.5620265628747554,-0.4188368875857027,1,1,1,
3140,1319,214,Tablet,-0.6924382713953969,-0.37375426696444425,2024-02-26 15:54:00,14,-1.5477006711731223,114,170,441,7,37,2,110990.96,Silver,BOGO,Cloudy,True,Tuesday,True,219,181,-0.6006469401889538,30-40,True,False,False,True,False,False,False,True,False,0.8674375247609208,0.2588017585435135,2,1,1,
3141,7266,684,Camera,0.012118374306065063,1.6686245969170765,2024-05-27 00:15:00,13,-0.46280716889594314,86,207,102,9,49,1,79107.12,Platinum,BOGO,Rainy,True,Wednesday,False,492,348,1.188909912612902,40-50,True,False,False,False,False,False,False,False,False,98.10803681958153,0.020221017441748073,5,2,2,Low
3142,6883,852,Smartphone,0.012118374306065063,-1.1588199469995442,2024-04-04 02:50:00,16,-1.4637089161581147,97,288,477,7,53,0,107549.43,Platinum,BOGO,Rainy,True,Tuesday,True,104,222,-0.8130324426754714,50-60,True,False,False,False,False,False,True,False,False,-67.09088382164931,-0.014043013871074955,4,2,2,
3143,8859,612,Laptop,0.716675020007527,-1.57466581894602,2024-07-01 03:13:00,2,-0.042848393820906085,96,178,237,9,28,1,58114.27,Gold,BOGO,Sunny,False,Friday,False,492,100,-1.0474266743984875,18-30,False,False,True,False,True,False,False,False,False,-1.461508557096753,-1.128523657298308,7,3,3,
3144,9921,223,Laptop,0.012118374306065063,0.9213923309053849,2024-08-26 09:44:00,10,1.0910402988816938,108,125,200,6,38,2,44463.12,Gold,BOGO,Sunny,True,Monday,False,230,257,0.659839970008564,30-40,False,True,False,False,False,False,False,False,True,54.44954523960562,0.011165777148649214,8,3,3,Low
3145,8940,634,Fridge,0.012118374306065063,0.5010786490836835,2024-05-19 13:20:00,3,0.9510540405233483,105,174,448,9,44,2,30529.2,Silver,BOGO,Cloudy,True,Wednesday,True,235,477,0.36224129067939015,40-50,True,False,False,True,False,True,False,False,True,29.891904766309608,0.006072258626373502,5,2,2,Low
3146,6636,780,Tablet,0.716675020007527,-1.6945103510390653,2024-07-08 06:39:00,16,1.636986706479242,63,221,228,5,58,0,28352.02,Silver,BOGO,Cloudy,False,Sunday,False,455,281,-1.1605662207840448,50-60,True,False,False,True,False,False,False,True,False,-1.6193758515147574,-1.2144132397338838,7,3,3,
3147,9231,948,Camera,0.716675020007527,-1.4718525780973342,2024-04-21 16:41:00,3,0.32811519082871,117,160,179,4,33,2,117842.44,Platinum,BOGO,Stormy,False,Thursday,False,292,265,-0.9503655633999623,30-40,True,True,False,False,False,False,True,False,True,-1.326076027304511,-1.0548399758560372,4,2,2,
3148,6269,694,Camera,0.716675020007527,1.7141962576443754,2024-02-22 08:04:00,1,1.3500148768446334,130,189,251,2,35,2,57600.31,Silver,BOGO,Cloudy,False,Tuesday,True,133,225,2.0574322371554157,30-40,True,False,False,True,False,False,False,False,True,2.870802218185039,1.2285216372441108,2,1,1,Low
3149,7363,893,Tablet,-0.6924382713953969,-0.5267499483316617,2024-06-15 18:59:00,7,0.9300561017695964,104,255,410,2,64,2,102879.51,Gold,BOGO,Stormy,True,Friday,False,289,168,-0.6728649283045782,60+,True,True,False,False,False,True,False,False,False,0.9717327249238049,0.36474182368039043,6,2,3,
3150,5430,637,Laptop,-1.396994917096859,1.0319795609369633,2024-04-01 05:41:00,18,-0.1758353392613345,111,179,153,7,65,2,103820.26,Bronze,BOGO,Stormy,False,Monday,False,290,211,-0.6123472496757394,60+,True,False,False,False,False,False,False,False,False,0.43833176640919946,-1.441670201176786,4,2,2,
3151,3946,357,TV,0.012118374306065063,0.6844018238839309,2024-06-14 21:36:00,19,0.7130774013141606,111,209,314,3,31,2,59019.4,Platinum,BOGO,Sunny,False,Tuesday,False,420,156,0.492041335432937,30-40,False,False,False,False,False,False,True,False,True,40.602916117773134,0.008293837477579094,6,2,3,Low
3152,1427,608,Camera,-1.396994917096859,-1.3392301097611443,2024-03-15 15:17:00,3,1.636986706479242,55,240,179,2,29,2,109096.62,Bronze,BOGO,Sunny,True,Wednesday,True,293,462,-1.1719839344757275,18-30,False,False,False,False,True,False,False,False,False,0.8389321393604393,1.870897656159387,3,1,2,
3153,6224,192,TV,0.716675020007527,-0.9667398648438555,2024-03-23 22:54:00,20,-0.4768057947317777,105,245,320,1,38,0,62598.6,Silver,BOGO,Stormy,True,Friday,True,210,469,-0.4735125751742855,30-40,True,False,False,True,False,False,False,False,False,-0.6607075200825506,-0.6928383119790441,3,1,2,
3154,4588,343,Smartphone,-1.396994917096859,1.6882829603680682,2024-02-08 14:49:00,4,-1.5057047936656185,104,185,201,7,23,2,42258.71,Platinum,BOGO,Rainy,True,Friday,False,354,330,-0.4574510111780059,18-30,True,True,False,False,False,False,True,False,True,0.3274535974179848,-2.3585227142554293,2,1,1,
3155,1480,714,Fridge,-1.396994917096859,-1.0619935713836601,2024-06-08 07:30:00,17,1.3290169380908816,112,149,161,6,18,2,24836.27,Bronze,BOGO,Rainy,True,Monday,True,472,170,-1.106552463290254,18-30,True,False,False,True,True,False,False,False,False,0.7920948385337128,1.4835996212125135,6,2,3,
3156,5602,225,TV,0.716675020007527,1.4696104738350377,2024-04-24 07:54:00,16,0.3211158779107927,66,262,354,2,25,2,87996.13,Gold,BOGO,Stormy,False,Monday,True,129,398,1.8265303833181448,18-30,False,True,False,False,False,False,False,True,True,2.5486173402541104,1.053233115738997,4,2,2,Low
3157,1959,891,Headphones,-0.6924382713953969,1.0563201891371907,2024-06-16 13:39:00,10,-1.0577487669189123,138,219,339,5,23,0,102046.09,Silver,Percentage Discount,Cloudy,False,Wednesday,False,185,331,0.07438583950972424,18-30,False,True,False,False,True,False,False,False,True,-0.10742595056137265,-0.7314365258062151,6,2,3,Low
3158,8728,926,Smartphone,-1.396994917096859,-0.8960948550967921,2024-07-14 16:34:00,2,-0.07084564549257522,61,174,340,10,19,0,101253.09,Silver,BOGO,Sunny,False,Monday,True,335,95,-1.0673981832016346,18-30,False,True,False,False,True,False,False,False,False,0.7640673349190346,1.2518399578068649,7,3,3,
3159,9674,420,Camera,1.421231665708989,-0.10109276589919089,2024-03-28 06:16:00,11,1.3710128155983854,127,147,491,5,28,1,40250.95,Platinum,Percentage Discount,Cloudy,True,Wednesday,True,355,184,0.7515275430524517,18-30,True,True,False,False,False,False,False,False,True,0.5287860953179285,-0.14367624007003593,3,1,2,Low
3160,6856,437,Camera,0.716675020007527,1.260731426548502,2024-06-14 14:49:00,1,0.09013855161952232,142,187,239,8,60,0,78096.14,Silver,BOGO,Cloudy,False,Wednesday,True,120,331,1.6293375682041589,50-60,True,True,False,False,True,False,False,False,True,2.2734677820737303,0.9035347203457657,6,2,3,Low
3161,4813,952,Fridge,-1.396994917096859,-0.5917119039174384,2024-07-29 01:20:00,4,-0.8757666310530628,70,144,462,4,69,1,107234.95,Platinum,Percentage Discount,Sunny,False,Friday,False,181,362,-0.9955598013779389,60+,False,True,False,False,False,True,False,False,False,0.7126438251091453,0.8266185221583665,7,3,3,
3162,3615,698,TV,0.012118374306065063,0.2759367738513269,2024-06-18 06:01:00,8,0.33511450374662727,72,181,239,10,53,1,27883.96,Silver,BOGO,Stormy,False,Wednesday,False,266,294,0.20283195515539118,50-60,True,False,False,True,False,False,False,False,False,16.737554892480656,0.0033439051103384063,6,2,3,Low
3163,2640,854,TV,0.716675020007527,0.8889917736902507,2024-06-28 11:10:00,7,-0.5747961755826196,120,217,175,7,51,0,59643.44,Silver,BOGO,Cloudy,False,Saturday,True,227,228,1.2783957691636019,50-60,True,True,False,False,False,False,False,True,False,1.7837872584845713,0.6371181971959874,6,2,3,Low
3164,5060,499,Laptop,0.012118374306065063,-1.5814568899563626,2024-08-02 21:07:00,6,-0.9947549506576567,147,213,192,6,30,2,49531.93,Platinum,BOGO,Stormy,False,Monday,False,356,386,-1.1122760826030036,18-30,False,False,False,True,True,False,False,False,True,-91.78426532396563,-0.019164686541396747,8,3,3,
3165,4951,925,Laptop,0.716675020007527,0.6622414869028129,2024-09-04 21:59:00,1,-1.5337020453372876,79,197,174,5,62,1,65845.07,Silver,BOGO,Sunny,True,Saturday,False,148,147,1.064331563297221,60+,False,False,False,True,False,True,False,False,True,1.4850964992278406,0.4746119308758879,9,3,4,Low
3166,5366,866,Laptop,1.421231665708989,1.1694630064173979,2024-09-12 04:56:00,8,1.217027931404205,88,237,150,4,25,2,109558.71,Platinum,BOGO,Stormy,False,Sunday,False,278,207,2.250866949979306,18-30,False,False,False,False,False,False,False,False,False,1.5837438781357642,1.6620778565956404,9,3,4,Low
3167,9743,861,Tablet,-0.6924382713953969,-0.8940217913146874,2024-07-23 05:26:00,9,-1.1557391477697543,125,249,195,2,68,2,56515.5,Bronze,BOGO,Sunny,False,Tuesday,True,181,427,-0.8462269039808075,60+,False,True,False,False,False,False,False,False,False,1.222097245254074,0.6190549037677584,7,3,3,
3168,1916,341,Fridge,0.716675020007527,0.6040706023273787,2024-06-27 00:27:00,9,-0.14783808758966535,65,245,448,1,35,0,118343.54,Platinum,BOGO,Stormy,False,Wednesday,True,372,207,1.009415186398177,30-40,False,False,True,False,True,False,False,False,True,1.4084698897243209,0.4329223110089331,6,2,3,Low
